LOAD DATA
INFILE *
APPEND
INTO TABLE macomb.mt_eh_entity_default_photo
FIELDS TERMINATED BY ',' OPTIONALLY ENCLOSED BY '"'
(ENTITY_ID,PHOTO_ID,ACTION_TYPE,ACTION_TIME,ACTION_BY)
BEGINDATA
0IHUJWHSX0X32MIG,MR8OTN44ZXWTITK1,I,2000012106:33:42-480,-900
0IHUO9R000XD3MIG,D48TOFOCMKF3SM8X,I,2000012106:34:02-480,-900
0IHUJVIN00X32MIG,NWASXJP1R8W85JF9,I,2000012106:53:04-480,-900
0IHUYTX000X32MIG,VU8Z7U5W2N58R2J9,I,2000012106:58:48-480,-900
0IHUYST000X32MIG,GJ87SWVTOOLZZRF4,I,2000012107:06:14-480,-900
0IHUYU0060X32MIG,BT84X6JBL4GW4064,I,2000012107:08:48-480,-900
0IHUYQM000X32MIG,FEUY029C45YSRBY3,I,2000012107:09:26-480,-900
0IHUYV6060X32MIG,L5SL9V9MEEWBJFEQ,I,2000012109:11:42-480,-900
0IHUSZM000XD3MIG,UNGGWAFQVBW1ELE4,I,2000012109:34:28-480,-900
0IHUWZ4000X32MIG,MBDCRP8O1PBI4GUF,I,2000012109:35:12-480,-900
0IHVAA7K10X44MIG,W9VP9F2FJBDPF0EX,I,2000012109:35:56-480,-900
0IHUWZE000X32MIG,MXLYXXPKEKJPX42A,I,2000012110:22:54-480,-900
0IHUZ531S0XD3MIG,P6ADZ5X9BZZXIKAV,I,2000012110:23:40-480,-900
0IHUX8S700XD7MIG,NVWEO7SPPU7DBKZ6,I,2000012110:27:30-480,-900
0IHUQJE000X30MIG,WVS8NXNNEAC5I0CK,I,2000012111:13:10-480,-900
0IHUYVH000X32MIG,O1ZJ57NUW44FESDY,I,2000012111:14:50-480,-900
0IHV5K0000X31MIG,IBNO6MQO7X13S1IZ,I,2000012111:53:22-480,-900
0IHUYVA000X32MIG,CAP6WCRFG6T1HWRZ,I,2000012111:54:12-480,-900
0IHUYV2060X32MIG,KXVGU7FSFYNMIXSR,I,2000012111:55:38-480,-900
0IHUYVO000X32MIG,CZ4TQ46HPDOPYODB,I,2000012113:33:26-480,-900
0IHVP3Q2T0X83MIG,RWYMJBJSD80N6KEF,I,2000012113:34:04-480,-900
0IHUYUY000X32MIG,KBK8XABT3ZZBH17A,I,2000012113:34:38-480,-900
0IHUML4000XD7MIG,T9OJDLKFO2ANC7KD,I,2000012113:35:10-480,-900
0IHUM9M1G0X22MIG,EP167ZNFSIZXYB1S,I,2000012114:37:30-480,-900
0IHVNK1AP0X83MIG,EZBVYCXEI242GSFZ,I,2000012114:38:24-480,-900
0IHUOBL000X23MIG,INIGN0O9FA79DYKA,I,2000012114:39:04-480,-900
0IHUQ9J090XD3MIG,OUUIHG2VA32O22H8,I,2000012114:45:00-480,-900
0IHUYVS000X32MIG,ER4XT36F0JSP6R3Y,I,2000012116:46:20-480,-900
0IHUV7F060XD3MIG,H3QPIHVCS5DXEEOG,I,2000012118:42:02-480,-900
0IHVFFS000X44MIG,ZS95TUJ372W8M5UA,I,2000012118:43:34-480,-900
0IHUY27090X31MIG,B8QQQ3LST4RELQ7W,I,2000012118:44:10-480,-900
0IHVKNJOS0X84MIG,KFF1OJ539U1RCGD9,I,2000012118:46:08-480,-900
0IHUK5F330XD2MIG,ZZ2OZV3CCLIQASZV,I,2000012119:12:26-480,-900
0IHUUWB000XD3MIG,RU9V9QVML8UOCL5C,I,2000012119:36:54-480,-900
0IHVNKO000X84MIG,HGIKFODI5F69MZQD,I,2000012120:15:50-480,-900
0IHUYVW060X32MIG,MZODS59SFMKP3NG9,I,2000012120:17:26-480,-900
0IHUYW6000X32MIG,STUIPYCAF6T1RI06,I,2000012120:59:20-480,-900
0IHUOUV190XD3MIG,SCN66UJ4E76BGQDG,I,2000012121:00:38-480,-900
0IHUYWF000X32MIG,KHXZ9CA7URBTUIX7,I,2000012121:06:08-480,-900
0IHUYWI090X32MIG,LWCWXQXEDCPMPWB6,I,2000012121:58:00-480,-900
0IHUR8A270X23MIG,SPO3JWD7B1TRJBTM,I,2000012121:59:10-480,-900
0IHUNP70N0X22MIG,RHP66O8HNBT7TGF5,I,2000012121:59:56-480,-900
0IHUYWV000X32MIG,SFNYB4XEMXOHBAU1,I,2000012122:59:14-480,-900
0IHUYWM000X32MIG,WG3IPNFOB7IUC184,I,2000012123:09:36-480,-900
0IHUJOF000X22MIG,ZMNW9ESHNIUI42N3,I,2000012202:04:42-480,-900
0IHUYX6000X32MIG,KVGUJCZR2GUDDWH9,I,2000012203:42:10-480,-900
0IHUYWQ000X32MIG,ENRTU5KIN0164ZKS,I,2000012204:41:04-480,-900
0IHUYXB000X32MIG,SO2TFQJSZ3BZKWBY,I,2000012204:41:36-480,-900
0IHUOZO000XD3MIG,D0FIX9GZ9RGQMYAC,I,2000012204:42:58-480,-900
0IHUZ4M000XD7MIG,SZP311BLIZP8T1H6,I,2000012205:26:52-480,-900
0IHUYXL000X32MIG,YNB62R889F0TRAN0,I,2000012205:56:32-480,-900
0IHUYXQ000X32MIG,X6ZD99707OE1KFUI,I,2000012205:57:00-480,-900
0IHVRC9000X84MIG,EZW1L6LNK5ON2FLF,I,2000012205:57:22-480,-900
0IHV39E000XD2MIG,N3QIRUOWBBSOE3HO,I,2000012205:58:02-480,-900
0IHUPNC000X32MIG,KXXQCL52CUAVA4FI,I,2000012206:15:10-480,-900
0IHUYXF000X32MIG,IBY93NEKB50XAG63,I,2000012206:15:34-480,-900
0IHVKLKQP0X84MIG,E8S5ZXAKKJO6TIA7,I,2000012206:52:36-480,-900
0IHUR0S300X23MIG,WNR2523T8609VDTZ,I,2000012210:41:46-480,-900
0IHUYXU000X32MIG,X9S8GMR1BTZZ555F,I,2000012210:42:50-480,-900
0IHUYXZ000X32MIG,H8PI5U5U0DXSZBCJ,I,2000012210:46:42-480,-900
0IHUSTS5C0XD1MIG,XY7U0DLP7D5WWAS3,I,2000012211:06:04-480,-900
0IHUYY3000X32MIG,YZFI4ZJQLLTEPUJI,I,2000012212:21:22-480,-900
0IHUV0Z000X32MIG,ZDZF6W30EX8K1SB2,I,2000012212:22:02-480,-900
0IHVBOJ000X42MIG,RULLXTHX5QJ4LFNL,I,2000012212:22:48-480,-900
0IHUZC1D40XD7MIG,B2F3EP17JF8JWVRS,I,2000012212:23:26-480,-900
0IHUYYC060X32MIG,EZV7SLR7ZHK1RDZR,I,2000012212:55:20-480,-900
0IHV4HM000X30MIG,YNOV8CJXQN39Y7RD,I,2000012213:28:00-480,-900
0IHUYYG000X32MIG,KDIKL6LCOXA5SKZ7,I,2000012213:28:32-480,-900
0IHUVMR230XD2MIG,OIT2WVMYGFNJQ1B2,I,2000012213:29:18-480,-900
0IHUTGY060XD3MIG,IPTO5SS5AAZKJK7G,I,2000012213:30:04-480,-900
0IHUSGV000XD3MIG,BUIWZGLE0L3S8GB5,I,2000012213:49:44-480,-900
0IHUYY8000X32MIG,E5KSBRZTFCQB0DVN,I,2000012214:02:24-480,-900
0IHV1KK2F0XD3MIG,LNJHW602207CSGSX,I,2000012214:17:02-480,-900
0IHUYYK000X32MIG,YN3JBWAPV3CHV8SU,I,2000012214:25:52-480,-900
0IHUYYY000X32MIG,SYK2ZDFTQG84UXDN,I,2000012220:03:18-480,-900
0IHUZQ62L0XD1MIG,X6F9TPM704V2X4XG,I,2000012220:21:00-480,-900
0IHUO490V0X23MIG,OAYPXXNFOTWFR4IC,I,2000012220:21:34-480,-900
0IHUW2G090X30MIG,SNMU29APCM569LUP,I,2000012220:22:26-480,-900
0IHUYYV000X32MIG,FADGJRP3AXLJWZLD,I,2000012220:23:28-480,-900
0IHUYZ4000X32MIG,V4FGZUMIPS1M509C,I,2000012300:47:30-480,-900
0IHUN45000XD3MIG,K4U19JLFYVFTZR93,I,2000012303:35:06-480,-900
0IHUMZZ000XD2MIG,RZU74SYQPEHAJZH9,I,2000012303:35:42-480,-900
0IHUYZK000X32MIG,RCZ1LHH3VEEU4XLO,I,2000012303:36:10-480,-900
0IHVBIV000X44MIG,XWQTBTBU872LK89M,I,2000012303:56:18-480,-900
0IHUOPQ000X30MIG,E5D9RG6I439B7W5O,I,2000012303:56:42-480,-900
0IHUZQT1C0XD3MIG,MD6MOY0GL8NBMXPM,I,2000012303:57:38-480,-900
0IHUYZA000X32MIG,KKYAB1HIPASDJ82T,I,2000012306:06:42-480,-900
0IHUYZP000X32MIG,MB2IYT4M7OJULPIR,I,2000012306:43:04-480,-900
0IHV3RI2D0XD1MIG,ZSQQTXUZ3Q5PQSFW,I,2000012306:43:42-480,-900
0IHUOH4190XD1MIG,K84NIZ2ADLROZ8R5,I,2000012306:46:56-480,-900
0IHUWVK000XD2MIG,Z6RT1MB8FJJTRH0E,I,2000012307:02:16-480,-900
0IHUP3Y000X23MIG,OEJKLZ3EAAB1ZOWI,I,2000012308:45:10-480,-900
0IHVPEC090X83MIG,O0G3B09792TOJSXB,I,2000012308:47:40-480,-900
0IHUYZW000X32MIG,H56KBGPIA1N261UB,I,2000012308:48:26-480,-900
0IHV3VP000XD2MIG,O81LK432H1RZ4SFN,I,2000012308:49:52-480,-900
0IHV14N000XD1MIG,MM6UIL6SGMUP8XKU,I,2000012310:29:52-480,-900
0IHUYZS090X32MIG,OG9506YYR7OY23PQ,I,2000012310:30:52-480,-900
0IHUZ04000X32MIG,CSOIVFOXT0SPVJN9,I,2000012311:08:56-480,-900
0IHUZ08000X32MIG,QBP3CNTRL2W4VO4O,I,2000012311:09:34-480,-900
0IHUZ00000X32MIG,D8Z3PHG3EX5YU0VS,I,2000012311:11:42-480,-900
0IHUO33280X23MIG,ME3HJADOWBUFD7IO,I,2000012311:20:38-480,-900
0IHUZ0L000X32MIG,CPS46VCE4O5MZKSG,I,2000012314:07:56-480,-900
0IHUII1YB0X31MIG,WSBSNNK332458MZJ,I,2000012314:09:30-480,-900
0IHV0UQ1S0XD1MIG,QG61EEVTW0UEP1HU,I,2000012314:10:24-480,-900
0IHUZ0I000X32MIG,RB2EUX86GFVEMIK1,I,2000012314:12:44-480,-900
0IHUZ0D000X32MIG,C4I6NYYBCDI3RG7Q,I,2000012314:13:38-480,-900
0IHUZ0Z000X32MIG,LVCNUSXHSUAV35PS,I,2000012314:40:30-480,-900
0IHUXF62X0XD7MIG,MLF0QPQGAUKASKM1,I,2000012316:35:34-480,-900
0IHVQQFA20X84MIG,OTF20UXYIVIJVVO6,I,2000012317:40:20-480,-900
0IHUKLH000X22MIG,XND98EA5LKB8Q8IN,I,2000012318:06:36-480,-900
0IHUZ15000X32MIG,Y87LHTDE36UBTYGZ,I,2000012318:07:34-480,-900
0IHULXL0H0X22MIG,AFQEG7I5FG5TVIYC,I,2000012318:09:34-480,-900
0IHV1GG240XD3MIG,QH6V41IXEY3MHQG8,I,2000012318:23:50-480,-900
0IHUY1R000XD1MIG,HCWTMQFWJ1GQB928,I,2000012321:01:20-480,-900
0IHUQOJ2I0X23MIG,N1ALL97UAI19LZX7,I,2000012321:03:52-480,-900
0IHUP581F0XD2MIG,PQ8EDJT7AEQ04QRV,I,2000012321:27:50-480,-900
0IHVH5N000X51MIG,STBSAPDB4EZA07QY,I,2000012321:28:16-480,-900
0IHUMEZ190X23MIG,BR7GIMY0TEA7E5SX,I,2000012321:28:44-480,-900
0IHV1SR000X31MIG,O3WBMMIJ4ZW6L87W,I,2000012321:29:04-480,-900
0IHUZ1B000X32MIG,RL9KHYW0QKYSF5EY,I,2000012322:09:26-480,-900
0IHUZ1F000X32MIG,XE4YDGSJUL2P03WH,I,2000012322:13:40-480,-900
0IHUN4X000X22MIG,MK58EZA7HBEXXA77,I,2000012322:18:04-480,-900
0IHUZ2C000X32MIG,XMUV5GMEZ9OSEBUH,I,2000012402:38:44-480,-900
0IHUHAT000XD7MIG,OPWNA1WMR7A92OTB,I,2000012402:39:16-480,-900
0IHUY0R000X31MIG,DBVG09C4127XU44W,I,2000012402:39:44-480,-900
0IHUSRM000X30MIG,ZJZQNKNFNX3O1OBI,I,2000012402:40:16-480,-900
0IHUL8K7K0XD3MIG,H5TCDVZTY06AGMYR,I,2000012403:07:54-480,-900
0IHVA9UOH0X44MIG,XUR7BX1WXS3VRDTW,I,2000012403:08:34-480,-900
0IHUZ1I000X32MIG,ZXZV072YA7OM59G1,I,2000012403:09:18-480,-900
0IHVAAORU0X42MIG,Y6N8UR8T5VL56BFA,I,2000012404:16:22-480,-900
0IHUZ5J000XD7MIG,IAXIL7T57WCMFEVQ,I,2000012404:17:00-480,-900
0IHULN81G0XD2MIG,YSRSE6ZK4DMIONIR,I,2000012404:17:38-480,-900
0IHUPLB000XD1MIG,N0JKPTKXZ6Z8K0IV,I,2000012404:18:14-480,-900
0IHV98S000X41MIG,Z76K2KMK1E39ZOAM,I,2000012404:41:06-480,-900
0IHV5AB2U0XD1MIG,SM1GHK6CX6XA9WQM,I,2000012404:41:40-480,-900
0IHUZ28000X32MIG,VVILIZL2WKQEULBV,I,2000012404:42:10-480,-900
0IHUVOL2C0XD3MIG,GZBR562PUPEO44OV,I,2000012405:13:50-480,-900
0IHUZ24000X32MIG,Z5A2TWXRUFHT9G57,I,2000012405:14:22-480,-900
0IHUIKI000XD7MIG,QHHHN16M9PNL11YN,I,2000012405:15:00-480,-900
0IHUOK5240XD2MIG,SCEM6X67VFGWLZUF,I,2000012405:15:30-480,-900
0IHUZ1R000X32MIG,YDOVR5NYAY4Q1JNB,I,2000012405:35:18-480,-900
0IHVM4GIM0X85MIG,Q8312SQFTPGMWW4Y,I,2000012405:36:50-480,-900
0IHUXM2000XD3MIG,N5ZSQYFP6DMMEFUT,I,2000012405:37:20-480,-900
0IHUZ1N000X32MIG,JPORWWF5IOSWTBBS,I,2000012405:57:34-480,-900
0IHUZ2P000X32MIG,U32W39GKOO4XE04J,I,2000012406:30:18-480,-900
0IHUL82150XD3MIG,O0XTJDOO9O8WK2LM,I,2000012406:32:28-480,-900
0IHUQDU000X23MIG,RRP3AH5HS1MZTABW,I,2000012406:34:42-480,-900
0IHULQR1N0X23MIG,MS6MMG19E6OKLJS6,I,2000012406:36:26-480,-900
0IHV0SZ1N0XD3MIG,BRKENE762ZDGLDP0,I,2000012407:02:02-480,-900
0IHUZ1Q000XD3MIG,WA9GH4Z6W45HU2A5,I,2000012409:37:02-480,-900
0IHUZ2T000X32MIG,RKSMCUD3MNXVYBME,I,2000012409:38:40-480,-900
0IHUVAW000XD1MIG,UW4G0OXD9U97YI7Q,I,2000012409:39:48-480,-900
0IHUUUZ1N0XD3MIG,QF9GM93YCP36YU0J,I,2000012410:09:32-480,-900
0IHVM4B1O0X85MIG,V0341DRD5H9SPJ0J,I,2000012410:11:00-480,-900
0IHULKL000XD3MIG,BOKH8X0W2DAWKBGT,I,2000012410:14:02-480,-900
0IHUV1E000XD3MIG,BSYG5JPRILP0E9I7,I,2000012410:14:44-480,-900
0IHUZ4W000X32MIG,E80QP93BRUCMWIR2,I,2000012410:44:14-480,-900
0IHV1TU000X30MIG,GMQ2VVGDQAUN11CY,I,2000012410:45:12-480,-900
0IHVPLP290X83MIG,KUHYYS6W4GFNU199,I,2000012410:45:54-480,-900
0IHUZ3R000X32MIG,EHQG78IEKHRQIY2G,I,2000012410:47:24-480,-900
0IHUZ4P000X32MIG,KYRITF5PVNUBY4CV,I,2000012411:12:50-480,-900
0IHUQ3I3C0XD1MIG,DPM8HI92D9WR2KD6,I,2000012411:13:50-480,-900
0IHUKXM0Y0X22MIG,ZZL8Q0OLPOXRL5YO,I,2000012411:14:46-480,-900
0IHUZ3V000X32MIG,JJI9YTSM3Y51SSZZ,I,2000012411:17:54-480,-900
0IHUTUW060XD3MIG,APOIATV0CTKHU395,I,2000012411:44:44-480,-900
0IHUZFI2P0XD3MIG,D2VKOLGKC96LOKMN,I,2000012411:45:34-480,-900
0IHV075000X30MIG,F96JK9ZUIPKNTJGT,I,2000012411:46:34-480,-900
0IHUU6L000X30MIG,PQZ7XNZUNXW4U62A,I,2000012411:47:08-480,-900
0IHUZ32000X32MIG,WPLN4LACITCS7NV4,I,2000012412:45:04-480,-900
0IHURJ9060XD1MIG,MFCTTQNZS6IRJTHP,I,2000012412:46:10-480,-900
0IHUO1Z090X22MIG,XUAMQMWGCSDPEEXF,I,2000012412:47:56-480,-900
0IHUZ3M060X32MIG,SIG5N2VTIPCOPSJ3,I,2000012413:18:02-480,-900
0IHVPYU300X84MIG,WMZIUSC0M7NJV710,I,2000012413:18:44-480,-900
0IHUTM3580XD1MIG,W3CVA2NWHLL31CB0,I,2000012413:19:26-480,-900
0IHV3NF190XD1MIG,TTJHS45OI7C7TCDT,I,2000012413:20:24-480,-900
0IHUZ55000X32MIG,UXJ397GCYXQMLS8Y,I,2000012413:55:28-480,-900
0IHUZ5A060X32MIG,RS8YSPYAD7G8SSC3,I,2000012414:03:58-480,-900
0IHUY89000XD7MIG,QSQ3Q3JZU948ELMV,I,2000012414:16:56-480,-900
0IHUZ5E000X32MIG,L1A9DGN79C7EODAN,I,2000012414:24:34-480,-900
0IHUZ51000X32MIG,MTRNINC0AFLREZP3,I,2000012414:49:34-480,-900
0IHV4AY1C0XD2MIG,T3EZ5UKVTBABJUTR,I,2000012415:38:52-480,-900
0IHUZY4340XD3MIG,PZPJXKYWZ0Y5NQXA,I,2000012416:19:18-480,-900
0IHUWJ62I0XD7MIG,VMQ86UM6SCDJGNW6,I,2000012416:36:02-480,-900
0IHUJYG000XD7MIG,W3J22R0VBHZF0AWL,I,2000012417:14:10-480,-900
0IHUZ2Y000X32MIG,PEECYN0PX2K27FKW,I,2000012417:54:02-480,-900
0IHUZ40000X32MIG,I0D4XE2H13SG280J,I,2000012417:54:30-480,-900
0IHUZ3I000X32MIG,XOIC1HUR81SXTFO9,I,2000012417:55:00-480,-900
0IHUVVA090X32MIG,LQGHENLQUF6OVRG0,I,2000012419:03:26-480,-900
0IHV58M5R0XD1MIG,IR7JTLXWQDB2KP0I,I,2000012419:03:48-480,-900
0IHUZ5I000X32MIG,JLNLAX3NWGGZAVSK,I,2000012419:04:16-480,-900
0IHUZ5Q000X32MIG,RJKXOPK8X3NZYBOY,I,2000012419:04:50-480,-900
0IHUOGH090X32MIG,XY69W5AZXQ6631PV,I,2000012420:22:32-480,-900
0IHUZ68000X32MIG,O4P29JJK3MCZB49L,I,2000012420:23:14-480,-900
0IHUKOM000X32MIG,CCD4SHIBOIOSYC2Y,I,2000012420:23:46-480,-900
0IHUZ5M000X32MIG,UYJROM6J0YKZTDA7,I,2000012420:24:18-480,-900
0IHVNFMEI0X83MIG,MB1623D1IBRDWWR8,I,2000012420:49:28-480,-900
0IHUW5HAW0XD7MIG,QUSIUVADM8522W3C,I,2000012422:12:54-480,-900
0IHUUXJ000X32MIG,TZ9GR6HJX5I9STWX,I,2000012422:14:20-480,-900
0IHUPJ0000X32MIG,EZQ5ULYJBQICTRTT,I,2000012422:15:56-480,-900
0IHVM043J0X85MIG,ML9CQUH0NSXP6J59,I,2000012422:41:40-480,-900
0IHUQX4300XD2MIG,KX58COEFYU75216T,I,2000012501:53:22-480,-900
0IHUZ6K000X32MIG,SK54ZCH839OC63V9,I,2000012501:53:52-480,-900
0IHUWM21K0XD2MIG,C5NHGWIBF39PMRK9,I,2000012502:04:14-480,-900
0IHUZ6B000X32MIG,X46JERM8QU8MDO9S,I,2000012502:04:36-480,-900
0IHUZ63000X32MIG,XYUQ2H3M76M98ZIJ,I,2000012502:10:02-480,-900
0IHVOIX000X85MIG,Y05IBGOTT9SSWR51,I,2000012502:52:26-480,-900
0IHVQ7C520X83MIG,R4G4GO75LEOKX2ES,I,2000012502:52:50-480,-900
0IHUZ6G000X32MIG,EGTH6RXURVOC73PO,I,2000012502:53:36-480,-900
0IHUNXG0O0X22MIG,PJBCZLA3ZLPK3LM6,I,2000012503:01:21-480,-900
0IHULH2060XD7MIG,C5RDU7I2MU1ZQ5O0,I,2000012503:11:32-480,-900
0IHVNPU000X85MIG,Z1ZQ78GNCGGT5YDE,I,2000012503:11:56-480,-900
0IHUWBC7D0XD7MIG,PCD8HGSY8Y2DW0FJ,I,2000012503:12:26-480,-900
0IHUIED000X30MIG,ES159A8BA64KNUMS,I,2000012505:16:08-480,-900
0IHUZ6O000X32MIG,P683RYM7ZUEMFNWS,I,2000012505:16:56-480,-900
0IHULVR190X23MIG,D6OMAFFDE2AG3TU5,I,2000012505:26:18-480,-900
0IHUV79290XD3MIG,MHDQV2T8WMH4BK4X,I,2000012505:42:04-480,-900
0IHUV4M000X32MIG,FTPO6F09S4X1X3D9,I,2000012505:42:44-480,-900
0IHUL6C000XD1MIG,ZAUAWKGYU5I6K37K,I,2000012505:43:50-480,-900
0IHVM60B60X85MIG,SAV1B5F1UZI5TFDS,I,2000012505:44:02-480,-900
0IHV3MV000X31MIG,MCHXWXCTLXOCN5CB,I,2000012506:01:20-480,-900
0IHUPW6000X32MIG,ES82UK6NMZE50HAU,I,2000012506:01:46-480,-900
0IHUZ7G000X32MIG,AJDNMYR4E97LPPHH,I,2000012506:02:36-480,-900
0IHUZ71000X32MIG,EGE20C2YD87BTFVV,I,2000012506:19:02-480,-900
0IHUZ6W000X32MIG,LSSX3XV52Z6113QM,I,2000012506:19:58-480,-900
0IHVMXM1C0X85MIG,MX814A6RMJKLO71S,I,2000012506:30:46-480,-900
0IHUZ6S000X32MIG,O9CAQYJ6GV5PZ5KM,I,2000012506:31:38-480,-900
0IHUW6GU30XD7MIG,SKA3UTIWLJT35KJ8,I,2000012508:53:40-480,-900
0IHUZ7W000X32MIG,KWTLZ73JC3OON1P2,I,2000012510:22:08-480,-900
0IHUZ7N090X32MIG,AZ1HQXE8U87N13O4,I,2000012510:23:20-480,-900
0IHUZ7K060X32MIG,VGPHIM7U2146UE7T,I,2000012510:24:16-480,-900
0IHUZ7S000X32MIG,JCZH13NRLION2A3U,I,2000012510:34:52-480,-900
0IHV6VU000X31MIG,PUMRKUG9ZW03FSMV,I,2000012513:05:30-480,-900
0IHUO722F0XD3MIG,EI2E9TK5FYAYJJTK,I,2000012513:06:58-480,-900
0IHV54K000X31MIG,NGB1SK97604GYWKH,I,2000012513:33:26-480,-900
0IHUZ8E000X32MIG,BTM1WTPNJN1WPTOP,I,2000012514:46:08-480,-900
0IHUZ80000X32MIG,S0XQ6Y68N24BJ07T,I,2000012514:47:08-480,-900
0IHUZ89000X32MIG,FIHVI3EOH5VYL1ID,I,2000012514:48:26-480,-900
0IHUZ8I000X32MIG,N4H5Q7667LYETOU1,I,2000012517:30:58-480,-900
0IHUPZ51F0XD2MIG,L3QDRO6XMA5HGCW8,I,2000012520:53:46-480,-900
0IHV1QE000XD3MIG,JU011NNESRIV2GZQ,I,2000012520:54:40-480,-900
0IHUPCW000XD2MIG,X6RR9IJPW0JOJUA9,I,2000012520:55:10-480,-900
0IHUZ99000X32MIG,AYW8I2541CT7HIR9,I,2000012521:40:04-480,-900
0IHUZ8Y000X32MIG,M2Q8IA8C9QEGTWQB,I,2000012521:40:24-480,-900
0IHUZ93000X32MIG,KR15GFC6ZKVS5JHO,I,2000012521:40:54-480,-900
0IHUX2Z5X0XD3MIG,PVA7G2Q98R3380SA,I,2000012522:22:12-480,-900
0IHUWB3CI0XD7MIG,DQZXTDA7GRA5V1F3,I,2000012522:22:52-480,-900
0IHUZI1000XD3MIG,X6DSKN1MJYW29LY0,I,2000012601:59:09-480,-900
0IHUZ9P000XD2MIG,T5TC5SD8ZYX9CHXX,I,2000012602:01:38-480,-900
0IHUJTWNW0X23MIG,S3HH79K7FQTWX7PI,I,2000012602:02:48-480,-900
0IHV5PP3E0XD1MIG,W8CMKW1WH30R4F20,I,2000012602:10:36-480,-900
0IHVP0N000X84MIG,UJK5VIPMFOVCD3BQ,I,2000012602:40:38-480,-900
0IHV5BW350XD1MIG,I6FXY2YIRP1XZ3CY,I,2000012602:42:04-480,-900
0IHUJWI000XD1MIG,VGW2RH54EEQ919KF,I,2000012602:42:44-480,-900
0IHUZ9E000X32MIG,O314AVMOGG2VVN1N,I,2000012603:30:34-480,-900
0IHUZ9I000X32MIG,MXCZEPDL4LLGN3AZ,I,2000012603:31:20-480,-900
0IHUJ14000X22MIG,QIOAK664VGZCGGRF,I,2000012603:32:38-480,-900
0IHUVFL190XD1MIG,MW0ZJNLD0IKV4FSZ,I,2000012603:33:28-480,-900
0IHUN0N190X22MIG,S1IWWBY00PTTRFLV,I,2000012603:57:36-480,-900
0IHVR4X390X84MIG,ZC5EBETXBO8H6WIA,I,2000012603:58:36-480,-900
0IHUZ9N000X32MIG,T2LTZORNONALDQBX,I,2000012603:59:14-480,-900
0IHUXIZ000XD3MIG,B6M4G6UK73WNRMSG,I,2000012603:59:56-480,-900
0IHUZ9Y000X32MIG,W84HBBOEMJOCHJ9Z,I,2000012605:48:26-480,-900
0IHUZ9R000X32MIG,PKVQCV3QMJK3VA3E,I,2000012605:49:50-480,-900
0IHUZB2000X32MIG,ZV38ZVPR20JUGTS8,I,2000012605:50:44-480,-900
0IHUZAS000X32MIG,Y8KVIYCRJ1W7WMXU,I,2000012605:51:20-480,-900
0IHUZA2000X32MIG,PGRVWOYWKUHJO9F0,I,2000012606:18:34-480,-900
0IHUZA7000X32MIG,Y56B39UVNV5QWWKQ,I,2000012606:19:32-480,-900
0IHUZAW000X32MIG,YPUP3MOK45WSBHIK,I,2000012606:20:12-480,-900
0IHUZAP000X32MIG,JGKRTBCVXRE1YWKD,I,2000012606:20:52-480,-900
0IHUM80000X32MIG,EOAYDAHOJA7G0ZD7,I,2000012606:51:18-480,-900
0IHUZAL000X32MIG,A3YPUXAI0T7UE03O,I,2000012606:52:08-480,-900
0IHULCNY10XD3MIG,H56YXBWY0KYVNYTX,I,2000012606:52:32-480,-900
0IHV18I0U0XD3MIG,ISG3DC0T77WJCMZM,I,2000012611:11:14-480,-900
0IHUZBL000X32MIG,ZA7I3HIK4JMYPBH2,I,2000012611:11:50-480,-900
0IHUZB6000X32MIG,TYB9VPMI3JA3LL7N,I,2000012611:12:34-480,-900
0IHUZBW060X32MIG,YXC4SHL21BHSXGT3,I,2000012611:13:08-480,-900
0IHV4952X0XD1MIG,B2EHAF1FQ0OF01JR,I,2000012611:40:22-480,-900
0IHUZC7000X32MIG,X9123L7I59I1V39V,I,2000012611:41:14-480,-900
0IHUIHHU00X31MIG,LAPP0FCRZYMH5V8M,I,2000012611:41:58-480,-900
0IHUZBT000X32MIG,WMM8ORFQVWQHJF22,I,2000012611:42:38-480,-900
0IHUZCL000X32MIG,QSS8KNN2MU8V4DST,I,2000012612:17:58-480,-900
0IHUI7O000X30MIG,QXZSNRACJCUCXDVK,I,2000012613:18:34-480,-900
0IHV7HJ000X31MIG,KBGEBPVDJZJ4Q9I7,I,2000012613:19:16-480,-900
0IHULZK190XD7MIG,BHHCWRMNUY7NEVWT,I,2000012613:19:52-480,-900
0IHUZCC000X32MIG,XSS3RK2ERDMDUVVK,I,2000012613:20:38-480,-900
0IHV0WZ000XD3MIG,JI7FK1HGUGGLD3UY,I,2000012614:39:58-480,-900
0IHUZCG000X32MIG,EK9U2S6DTKPYZ8F6,I,2000012614:45:14-480,-900
0IHUZAC000X32MIG,GK08GUZCHPLJ5HA0,I,2000012614:47:08-480,-900
0IHUWZ9000X32MIG,WBCJ6SQ9R9VZMZ12,I,2000012616:57:00-480,-900
0IHUP9T0U0XD1MIG,Z19BBT77NYCL7QWR,I,2000012617:06:00-480,-900
0IHUZCU090X32MIG,LW6GXPYCE8HMWAFK,I,2000012617:26:26-480,-900
0IHUZCR000X32MIG,X6DE5946O1WV4WYD,I,2000012617:38:16-480,-900
0IHUZBT210XD3MIG,V9LJ1W0W8KT4MX0J,I,2000012620:18:48-480,-900
